gene,RST1,RST2,RST3,replicon,color,size,Localization,lipo,surface_lipo,refseq_id,old_name,PC1,PC2,PC3,RST_Category
suhB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02625,BB_0524,1.0,0.5259009296105674,0.5304753499527708,Shared
nanE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03265,BB_0644,1.0,0.5259009296105674,0.5304753499527708,Shared
aNKYR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01975,BB_0399,1.0,0.5259009296105674,0.5304753499527708,Shared
rpmB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01725,BB_0350,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1130,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS01625,BB_0329,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1129,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02895,BB_0576,1.0,0.5259009296105674,0.5304753499527708,Shared
yajL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03140,BB_0621,1.0,0.5259009296105674,0.5304753499527708,Shared
nusB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00525,BB_0107,1.0,0.5259009296105674,0.5304753499527708,Shared
yqfA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00575,BB_0117,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00565,BB_0115,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1128,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00465,BB_0095,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1127,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00015,BB_0003,1.0,0.5259009296105674,0.5304753499527708,Shared
rodA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03645,BB_0719,1.0,0.5259009296105674,0.5304753499527708,Shared
plsC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS00185,BB_0037,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1126,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02025,BB_0409,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1125,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01320,BB_0266,1.0,0.5259009296105674,0.5304753499527708,Shared
tlyC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00290,BB_0059,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1124,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02765,BB_0551,1.0,0.5259009296105674,0.5304753499527708,Shared
uvrA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04240,BB_0837,1.0,0.5259009296105674,0.5304753499527708,Shared
mgsA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01790,BB_0364,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1123,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,,,1.0,0.5259009296105674,0.5304753499527708,Shared
gatC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01690,BB_0343,1.0,0.5259009296105674,0.5304753499527708,Shared
tgt,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04105,BB_0809,1.0,0.5259009296105674,0.5304753499527708,Shared
ftsH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04005,BB_0789,1.0,0.5259009296105674,0.5304753499527708,Shared
rimP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04055,BB_0799,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1139,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01115,BB_0225,1.0,0.5259009296105674,0.5304753499527708,Shared
mutL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01040,BB_0211,1.0,0.5259009296105674,0.5304753499527708,Shared
yibQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03900,BB_0770,1.0,0.5259009296105674,0.5304753499527708,Shared
queA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00105,BB_0021,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1147,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00965,BB_0199,1.0,0.5259009296105674,0.5304753499527708,Shared
rlmB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02600,BB_0516,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1143,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00775,BB_0159,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1142,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00760,BB_0156,1.0,0.5259009296105674,0.5304753499527708,Shared
hisS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00665,BB_0135,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1141,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00540,BB_0110,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1140,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01815,BB_0369,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1138,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01655,BB_0336,1.0,0.5259009296105674,0.5304753499527708,Shared
cyaB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03665,BB_0723,1.0,0.5259009296105674,0.5304753499527708,Shared
rplO,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02510,BB_0497,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1137,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01425,BB_0287,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1134,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01805,BB_0367,1.0,0.5259009296105674,0.5304753499527708,Shared
p22,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS01795,BB_0365,1.0,0.5259009296105674,0.5304753499527708,Shared
lysM,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01300,BB_0262,1.0,0.5259009296105674,0.5304753499527708,Shared
murI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00490,BB_0100,1.0,0.5259009296105674,0.5304753499527708,Shared
prfB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00365,BB_0074,1.0,0.5259009296105674,0.5304753499527708,Shared
argF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04270,BB_0842,1.0,0.5259009296105674,0.5304753499527708,Shared
rsmE2,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01760,BB_0358,1.0,0.5259009296105674,0.5304753499527708,Shared
group_1132,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03230,BB_0637,1.0,0.5259009296105674,0.5304753499527708,Shared
flgD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01410,BB_0284,1.0,0.5259009296105674,0.5304753499527708,Shared
fliQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01360,BB_0274,1.0,0.5259009296105674,0.5304753499527708,Shared
ssb,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00560,BB_0114,1.0,0.5259009296105674,0.5304753499527708,Shared
group_657,1.0,1.0,1.0,lp17,#ffffff,41.0,,Other,Other,BB_RS05670,BB_D18,1.0,0.5259009296105674,0.5304753499527708,Shared
group_541,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01845,BB_0375,1.0,0.5259009296105674,0.5304753499527708,Shared
amiC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03375,BB_0666,1.0,0.5259009296105674,0.5304753499527708,Shared
secA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00750,BB_0154,1.0,0.5259009296105674,0.5304753499527708,Shared
frr,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00595,BB_0121,1.0,0.5259009296105674,0.5304753499527708,Shared
group_537,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00615,BB_0125,1.0,0.5259009296105674,0.5304753499527708,Shared
rsmE1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00305,BB_0062,1.0,0.5259009296105674,0.5304753499527708,Shared
trmD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03535,BB_0698,1.0,0.5259009296105674,0.5304753499527708,Shared
group_524,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS03180,BB_0628,1.0,0.5259009296105674,0.5304753499527708,Shared
jag,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02215,BB_0443,1.0,0.5259009296105674,0.5304753499527708,Shared
tACO1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00125,BB_0025,1.0,0.5259009296105674,0.5304753499527708,Shared
nosY,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03815,BB_0753,1.0,0.5259009296105674,0.5304753499527708,Shared
rnc,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03565,BB_0705,1.0,0.5259009296105674,0.5304753499527708,Shared
amrB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01720,BB_0349,1.0,0.5259009296105674,0.5304753499527708,Shared
group_500,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS00935,BB_0193,1.0,0.5259009296105674,0.5304753499527708,Shared
truA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00060,BB_0012,1.0,0.5259009296105674,0.5304753499527708,Shared
ftsQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01495,BB_0301,1.0,0.5259009296105674,0.5304753499527708,Shared
gpmA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03335,BB_0658,1.0,0.5259009296105674,0.5304753499527708,Shared
fliS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02760,BB_0550,1.0,0.5259009296105674,0.5304753499527708,Shared
gerM,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02560,BB_0507,1.0,0.5259009296105674,0.5304753499527708,Shared
group_493,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS00755,BB_0155,1.0,0.5259009296105674,0.5304753499527708,Shared
nIF3,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02370,BB_0468,1.0,0.5259009296105674,0.5304753499527708,Shared
group_492,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01695,BB_0344,1.0,0.5259009296105674,0.5304753499527708,Shared
lptD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04245,BB_0838,1.0,0.5259009296105674,0.5304753499527708,Shared
group_542,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02165,BB_0432,1.0,0.5259009296105674,0.5304753499527708,Shared
ydiL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02975,BB_0592,1.0,0.5259009296105674,0.5304753499527708,Shared
pgl,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01100,BB_0222,1.0,0.5259009296105674,0.5304753499527708,Shared
rpiA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03330,BB_0657,1.0,0.5259009296105674,0.5304753499527708,Shared
cmk,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00630,BB_0128,1.0,0.5259009296105674,0.5304753499527708,Shared
ung,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00260,BB_0053,1.0,0.5259009296105674,0.5304753499527708,Shared
phoU,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00205,BB_0042,1.0,0.5259009296105674,0.5304753499527708,Shared
yhhQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00245,BB_0050,1.0,0.5259009296105674,0.5304753499527708,Shared
mnmC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03745,BB_0740,1.0,0.5259009296105674,0.5304753499527708,Shared
group_623,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01995,BB_0403,1.0,0.5259009296105674,0.5304753499527708,Shared
rplA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01930,BB_0392,1.0,0.5259009296105674,0.5304753499527708,Shared
group_618,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00390,BB_0080,1.0,0.5259009296105674,0.5304753499527708,Shared
group_611,1.0,1.0,1.0,lp17,#ffffff,41.0,,Other,Other,BB_RS05640,BB_D09,1.0,0.5259009296105674,0.5304753499527708,Shared
group_608,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS03365,BB_0664,1.0,0.5259009296105674,0.5304753499527708,Shared
group_597,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01560,BB_0315,1.0,0.5259009296105674,0.5304753499527708,Shared
gatB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01680,BB_0341,1.0,0.5259009296105674,0.5304753499527708,Shared
pyrH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02870,BB_0571,1.0,0.5259009296105674,0.5304753499527708,Shared
group_589,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02575,BB_0511,1.0,0.5259009296105674,0.5304753499527708,Shared
pgeF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02365,BB_0467,1.0,0.5259009296105674,0.5304753499527708,Shared
group_588,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00325,BB_0066,1.0,0.5259009296105674,0.5304753499527708,Shared
group_576,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS01480,BB_0298,1.0,0.5259009296105674,0.5304753499527708,Shared
group_563,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02355,BB_0465,1.0,0.5259009296105674,0.5304753499527708,Shared
ybhL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02705,BB_0539,1.0,0.5259009296105674,0.5304753499527708,Shared
group_554,1.0,1.0,1.0,chromosome,#ffffff,41.0,P-IM,Lipoprotein,Other,BB_RS01125,BB_0227,1.0,0.5259009296105674,0.5304753499527708,Shared
chrA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02265,BB_0452,1.0,0.5259009296105674,0.5304753499527708,Shared
pcs,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01230,BB_0249,1.0,0.5259009296105674,0.5304753499527708,Shared
rsuA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00635,BB_0129,1.0,0.5259009296105674,0.5304753499527708,Shared
group_479,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03025,BB_0602,1.0,0.5259009296105674,0.5304753499527708,Shared
group_478,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02160,BB_0431,1.0,0.5259009296105674,0.5304753499527708,Shared
group_372,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02955,BB_0588,1.0,0.5259009296105674,0.5304753499527708,Shared
rlpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03725,BB_0735,1.0,0.5259009296105674,0.5304753499527708,Shared
ldcB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02925,BB_0582,1.0,0.5259009296105674,0.5304753499527708,Shared
coaX,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02640,BB_0527,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02445,BB_0484,1.0,0.5259009296105674,0.5304753499527708,Shared
fliR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01355,BB_0273,1.0,0.5259009296105674,0.5304753499527708,Shared
group_382,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01675,BB_0340,1.0,0.5259009296105674,0.5304753499527708,Shared
potC,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03245,BB_0640,1.0,0.5259009296105674,0.5304753499527708,Shared
pdxK,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS03890,BB_0768,1.0,0.5259009296105674,0.5304753499527708,Shared
group_373,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02110,BB_0421,1.0,0.5259009296105674,0.5304753499527708,Shared
flgG,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03925,BB_0774,1.0,0.5259009296105674,0.5304753499527708,Shared
rpoS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03905,BB_0771,1.0,0.5259009296105674,0.5304753499527708,Shared
group_391,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00400,BB_0082,1.0,0.5259009296105674,0.5304753499527708,Shared
uppP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01280,BB_0258,1.0,0.5259009296105674,0.5304753499527708,Shared
lolC~~~lolE,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00395,BB_0081,1.0,0.5259009296105674,0.5304753499527708,Shared
group_365,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03370,BB_0665,1.0,0.5259009296105674,0.5304753499527708,Shared
rplS,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03540,BB_0699,1.0,0.5259009296105674,0.5304753499527708,Shared
nupQ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01565,BB_0316,1.0,0.5259009296105674,0.5304753499527708,Shared
nagB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00740,BB_0152,1.0,0.5259009296105674,0.5304753499527708,Shared
group_358,1.0,1.0,1.0,lp17,#ffffff,41.0,,Lipoprotein,Other,BB_RS05665,BB_D15,1.0,0.5259009296105674,0.5304753499527708,Shared
fliZ,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01370,BB_0276,1.0,0.5259009296105674,0.5304753499527708,Shared
bepA~~~lmp1,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01035,BB_0210,1.0,0.5259009296105674,0.5304753499527708,Shared
mrcA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03710,BB_0732,1.0,0.5259009296105674,0.5304753499527708,Shared
plzA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03715,BB_0733,1.0,0.5259009296105674,0.5304753499527708,Shared
rpsB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00605,BB_0123,1.0,0.5259009296105674,0.5304753499527708,Shared
map,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00515,BB_0105,1.0,0.5259009296105674,0.5304753499527708,Shared
group_429,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01030,BB_0209,1.0,0.5259009296105674,0.5304753499527708,Shared
group_463,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03610,BB_0713,1.0,0.5259009296105674,0.5304753499527708,Shared
group_462,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01535,BB_0309,1.0,0.5259009296105674,0.5304753499527708,Shared
group_461,1.0,1.0,1.0,lp17,#ffffff,41.0,,Other,Other,,,1.0,0.5259009296105674,0.5304753499527708,Shared
phnP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02665,BB_0533,1.0,0.5259009296105674,0.5304753499527708,Shared
tpiA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00270,BB_0055,1.0,0.5259009296105674,0.5304753499527708,Shared
fliP,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01365,BB_0275,1.0,0.5259009296105674,0.5304753499527708,Shared
glpF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01190,BB_0240,1.0,0.5259009296105674,0.5304753499527708,Shared
group_431,1.0,1.0,1.0,chromosome,#ffffff,41.0,S,Lipoprotein,Surface,BB_RS03840,BB_0758,1.0,0.5259009296105674,0.5304753499527708,Shared
xth,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02670,BB_0534,1.0,0.5259009296105674,0.5304753499527708,Shared
group_430,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01835,BB_0373,1.0,0.5259009296105674,0.5304753499527708,Shared
group_428,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00640,BB_0130,1.0,0.5259009296105674,0.5304753499527708,Shared
pstB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Lipoprotein,Other,BB_RS01080,BB_0218,1.0,0.5259009296105674,0.5304753499527708,Shared
group_427,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01180,BB_0238,1.0,0.5259009296105674,0.5304753499527708,Shared
cdaA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00040,BB_0008,1.0,0.5259009296105674,0.5304753499527708,Shared
group_421,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02675,BB_0535,1.0,0.5259009296105674,0.5304753499527708,Shared
group_405,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02035,BB_0412,1.0,0.5259009296105674,0.5304753499527708,Shared
group_393,1.0,1.0,1.0,lp17,#ffffff,41.0,,Other,Other,BB_RS05660,BB_D14,1.0,0.5259009296105674,0.5304753499527708,Shared
group_892,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03795,BB_0748,1.0,0.5259009296105674,0.5304753499527708,Shared
trkA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03675,BB_0725,1.0,0.5259009296105674,0.5304753499527708,Shared
parB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02170,BB_0434,1.0,0.5259009296105674,0.5304753499527708,Shared
motA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01395,BB_0281,1.0,0.5259009296105674,0.5304753499527708,Shared
motB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01390,BB_0280,1.0,0.5259009296105674,0.5304753499527708,Shared
gph,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03425,BB_0676,1.0,0.5259009296105674,0.5304753499527708,Shared
group_392,1.0,1.0,1.0,lp17,#ffffff,41.0,,Other,Other,BB_RS05650,BB_D11,1.0,0.5259009296105674,0.5304753499527708,Shared
trmH,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00255,BB_0052,1.0,0.5259009296105674,0.5304753499527708,Shared
group_862,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01210,BB_0245,1.0,0.5259009296105674,0.5304753499527708,Shared
group_881,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01315,BB_0265,1.0,0.5259009296105674,0.5304753499527708,Shared
rplI,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00550,BB_0112,1.0,0.5259009296105674,0.5304753499527708,Shared
group_880,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02350,BB_0464,1.0,0.5259009296105674,0.5304753499527708,Shared
apt,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03940,BB_0777,1.0,0.5259009296105674,0.5304753499527708,Shared
bosR,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03280,BB_0647,1.0,0.5259009296105674,0.5304753499527708,Shared
group_879,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01545,BB_0312,1.0,0.5259009296105674,0.5304753499527708,Shared
hlpA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04040,BB_0796,1.0,0.5259009296105674,0.5304753499527708,Shared
group_878,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02260,BB_0451,1.0,0.5259009296105674,0.5304753499527708,Shared
napA,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03500,BB_0690,1.0,0.5259009296105674,0.5304753499527708,Shared
fliL,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01385,BB_0279,1.0,0.5259009296105674,0.5304753499527708,Shared
rsmD,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS01015,BB_0206,1.0,0.5259009296105674,0.5304753499527708,Shared
group_871,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS03545,BB_0701,1.0,0.5259009296105674,0.5304753499527708,Shared
cmk2,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04155,BB_0819,1.0,0.5259009296105674,0.5304753499527708,Shared
cheW,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02835,BB_0565,1.0,0.5259009296105674,0.5304753499527708,Shared
group_869,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02820,BB_0562,1.0,0.5259009296105674,0.5304753499527708,Shared
rplF,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02490,BB_0493,1.0,0.5259009296105674,0.5304753499527708,Shared
group_867,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS04175,BB_0824,1.0,0.5259009296105674,0.5304753499527708,Shared
group_866,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS02825,BB_0563,1.0,0.5259009296105674,0.5304753499527708,Shared
rnhB,1.0,1.0,1.0,chromosome,#ffffff,41.0,,Other,Other,BB_RS00225,BB_0046,1.0,0.5259009296105674,0.5304753499527708,Shared
