	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	Pfam_ACC	Pfam	COG20_PATHWAY_ACC	COG20_PATHWAY	KEGG_BRITE_ACC	KEGG_BRITE	KEGG_Module_ACC	KEGG_Module	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	COG20_FUNCTION_ACC	COG20_FUNCTION
GC_00000487	88	88	1	1	0.996371048	0.999948347	0.998156493	PF02386.21	Cation_transport_protein	ND	ND	ko02000	Transporters>>>Other_transporters>>>Electrochemical_potential-driven_transporters_[TC:2]	ND	ND	K03498	trk/ktr_system_potassium_uptake_protein	ND	ND	P	P	Inorganic_ion_transport_and_metabolism	COG0168	Trk-type_K+_transport_system,_membrane_component_(TrkG)_(PDB:3PJZ)
GC_00000488	88	88	1	1	0.996136982	1	0.998064753	PF00072.29	Response_regulator_receiver_domain	ND	ND	ko00001|ko00001|ko02022|ko02035	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02030_Bacterial_chemotaxis_[PATH:ko02030]|Two-component_system>>>CheA_family>>>CheA-CheYBV_(chemotaxis)|Bacterial_motility_proteins>>>Flagellar_system>>>Chemotaxis_proteins>>>Two_component_system_proteins	ND	ND	K03413	two-component_system,_chemotaxis_family,_chemotaxis_protein_CheY	ND	ND	T	T	Signal_transduction_mechanisms	COG0784	CheY-like_REC_(receiver)_domain,_includes_chemotaxis_protein_CheY__and_sporulation_regulator_Spo0F_(CheY)_(PDB:6QRJ)
GC_00000489	88	88	1	1	0.994396176	0.999862259	0.997121726	PF03719.20	Ribosomal_protein_S5,_C-terminal_domain	COG0098	Ribosome_30S_subunit	ko00001|ko03011|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Small_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Small_subunit|Ribosome>>>Ribosomal_proteins>>>Archaea>>>Small_subunit	ND	ND	K02988	small_subunit_ribosomal_protein_S5	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0098	Ribosomal_protein_S5_(RpsE)_(PDB:4V4H)
GC_00000490	88	88	1	1	0.995004423	0.999839951	0.997416326	PF00587.30	tRNA_synthetase_class_II_core_domain_(G,_H,_P,_S_and_T)	COG0172	Aminoacyl-tRNA_synthetases	ko00001|ko01000|ko01007|ko03016|ko03016	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>00970_Aminoacyl-tRNA_biosynthesis_[PATH:ko00970]|Enzymes>>>6._Ligases>>>6.1__Forming_carbon-oxygen_bonds>>>6.1.1__Ligases_forming_aminoacyl-tRNA_and_related_compounds>>>6.1.1.11__serine---tRNA_ligase|Amino_acid_related_enzymes>>>Aminoacyl-tRNA_synthetase>>>Class_II_(C/G)|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs	ND	ND	K01875	seryl-tRNA_synthetase_[EC:6.1.1.11]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0172	Seryl-tRNA_synthetase_(SerS)_(PDB:1SER)
GC_00000491	88	88	1	1	0.991958605	0.989127213	0.990540886	PF03033.25	Glycosyltransferase_family_28_N-terminal_domain	COG0707	Mureine_biosynthesis	ko00001|ko00001|ko01000|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09107_Glycan_biosynthesis_and_metabolism>>>00550_Peptidoglycan_biosynthesis_[PATH:ko00550]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09143_Cell_growth_and_death>>>04112_Cell_cycle_-_Caulobacter_[PATH:ko04112]|Enzymes>>>2._Transferases>>>2.4__Glycosyltransferases>>>2.4.1__Hexosyltransferases>>>2.4.1.227__undecaprenyldiphospho-muramoylpentapeptide_beta-N-acetylglucosaminyltransferase|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Precursor_biosynthesis>>>Glycosyltransferase	ND	ND	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)_pyrophosphoryl-undecaprenol_N-acetylglucosamine_transferase_[EC:2.4.1.227]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0707	UDP-N-acetylglucosamine:LPS_N-acetylglucosamine_transferase_(MurG)_(PDB:1F0K)
GC_00000492	88	88	1	1	0.989866061	1	0.994907226	PF00861.27	Ribosomal_L18_of_archaea,_bacteria,_mitoch._and_chloroplast	COG0256	Ribosome_50S_subunit	ko00001|ko03011|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Large_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Large_subunit|Ribosome>>>Ribosomal_proteins>>>Archaea>>>Large_subunit	ND	ND	K02881	large_subunit_ribosomal_protein_L18	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0256	Ribosomal_protein_L18_(RplR)_(PDB:1VS6)
GC_00000493	88	88	1	1	0.992143142	1	0.996056078	PF02073.20	Thermophilic_metalloprotease_(M29)	ND	ND	ko01000|ko01002	Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.11__Aminopeptidases>>>3.4.11.-|Peptidases_and_inhibitors>>>Metallo_peptidases>>>Family_M29:_aminopeptidase_T_family	ND	ND	K19689	aminopeptidase_[EC:3.4.11.-]	ND	ND	E	E	Amino_acid_transport_and_metabolism	COG2309	Leucyl_aminopeptidase_(aminopeptidase_T)_(AmpS)_(PDB:1ZJC)
GC_00000494	88	88	1	1	0.995003019	0.999928977	0.997459917	PF01368.25	DHH_family	ND	ND	ko00001|ko01000|ko01000|ko03400	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09102_Energy_metabolism>>>00920_Sulfur_metabolism_[PATH:ko00920]|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.3__Phosphoric-monoester_hydrolases>>>3.1.3.7__3'(2'),5'-bisphosphate_nucleotidase|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.13__Exoribonucleases_producing_5'-phosphomonoesters>>>3.1.13.3__oligonucleotidase|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>Other_factors_with_a_suspected_DNA_repair_function>>>Others	ND	ND	K06881	bifunctional_oligoribonuclease_and_PAP_phosphatase_NrnA_[EC:3.1.3.7_3.1.13.3]	ND	ND	F|T	F	Nucleotide_transport_and_metabolism|Signal_transduction_mechanisms	COG0618	nanoRNase/pAp_phosphatase,_hydrolyzes_c-di-AMP_and_oligoRNAs_(NrnA)_(PDB:5O4Z)
GC_00000495	88	88	1	1	0.993516473	0.999826512	0.996661505	PF02773.21	S-adenosylmethionine_synthetase,_C-terminal_domain	COG0192	Methionine_biosynthesis	ko00001|ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09105_Amino_acid_metabolism>>>00270_Cysteine_and_methionine_metabolism_[PATH:ko00270]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09110_Biosynthesis_of_other_secondary_metabolites>>>00999_Biosynthesis_of_various_plant_secondary_metabolites_[PATH:ko00999]|Enzymes>>>2._Transferases>>>2.5__Transferring_alkyl_or_aryl_groups,_other_than_methyl_groups>>>2.5.1__Transferring_alkyl_or_aryl_groups,_other_than_methyl_groups_(only_sub-subclass_identified_to_date)>>>2.5.1.6__methionine_adenosyltransferase	M00609|M00034|M00035|M00368|M00953	Cysteine_biosynthesis,_methionine_=>_cysteine|Methionine_salvage_pathway|Methionine_degradation|Ethylene_biosynthesis,_methionine_=>_ethylene|Mugineic_acid_biosynthesis,_methionine_=>_3-epihydroxymugineic_acid	K00789	S-adenosylmethionine_synthetase_[EC:2.5.1.6]	M00609|M00034|M00035|M00368|M00953	Pathway_modules;_Amino_acid_metabolism;_Cysteine_and_methionine_metabolism|Pathway_modules;_Amino_acid_metabolism;_Cysteine_and_methionine_metabolism|Pathway_modules;_Amino_acid_metabolism;_Cysteine_and_methionine_metabolism|Pathway_modules;_Amino_acid_metabolism;_Cysteine_and_methionine_metabolism|Pathway_modules;_Biosynthesis_of_other_secondary_metabolites;_Biosynthesis_of_phytochemical_compounds	H	H	Coenzyme_transport_and_metabolism	COG0192	S-adenosylmethionine_synthetase_(MetK)_(PDB:1FUG)
GC_00000496	88	88	1	1	0.990763316	0.999952453	0.995336676	PF02781.21	Glucose-6-phosphate_dehydrogenase,_C-terminal_domain	COG0364	Pentose_phosphate_pathway	ko00001|ko00001|ko01000|ko01000|ko04147|ko04147|ko04147	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00030_Pentose_phosphate_pathway_[PATH:ko00030]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09106_Metabolism_of_other_amino_acids>>>00480_Glutathione_metabolism_[PATH:ko00480]|Enzymes>>>1._Oxidoreductases>>>1.1__Acting_on_the_CH-OH_group_of_donors>>>1.1.1__With_NAD+_or_NADP+_as_acceptor>>>1.1.1.49__glucose-6-phosphate_dehydrogenase_(NADP+)|Enzymes>>>1._Oxidoreductases>>>1.1__Acting_on_the_CH-OH_group_of_donors>>>1.1.1__With_NAD+_or_NADP+_as_acceptor>>>1.1.1.363__glucose-6-phosphate_dehydrogenase_[NAD(P)+]|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_breast_cancer_cells|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_colorectal_cancer_cells|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_bladder_cancer_cells	M00004|M00006|M00008	Pentose_phosphate_pathway_(Pentose_phosphate_cycle)|Pentose_phosphate_pathway,_oxidative_phase,_glucose_6P_=>_ribulose_5P|Entner-Doudoroff_pathway,_glucose-6P_=>_glyceraldehyde-3P_+_pyruvate	K00036	glucose-6-phosphate_1-dehydrogenase_[EC:1.1.1.49_1.1.1.363]	M00004|M00006|M00008	Pathway_modules;_Carbohydrate_metabolism;_Central_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Central_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Central_carbohydrate_metabolism	G	G	Carbohydrate_transport_and_metabolism	COG0364	Glucose-6-phosphate_1-dehydrogenase_(Zwf)_(PDB:5B7W)_(PUBMED:18950999)
GC_00000497	88	88	1	1	0.995432034	1	0.997710788	PF00344.25	SecY	ND	ND	ko00001|ko00001|ko00001|ko02044	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09123_Folding,_sorting_and_degradation>>>03060_Protein_export_[PATH:ko03060]|KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>03070_Bacterial_secretion_system_[PATH:ko03070]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>02024_Quorum_sensing_[PATH:ko02024]|Secretion_system>>>Sec_(secretion)_system>>>Prokaryotic_Sec-SRP_core_components	ND	ND	K03076	preprotein_translocase_subunit_SecY	ND	ND	U	U	Intracellular_trafficking,_secretion,_and_vesicular_transport	COG0201	Preprotein_translocase_subunit_SecY_(SecY)_(PDB:1RH5)
GC_00000498	88	88	1	1	0.992818593	0.996081573	0.994447406	PF01739.23	CheR_methyltransferase,_SAM_binding_domain	ND	ND	ko00001|ko00001|ko01000|ko02035	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02030_Bacterial_chemotaxis_[PATH:ko02030]|Enzymes>>>2._Transferases>>>2.1__Transferring_one-carbon_groups>>>2.1.1__Methyltransferases>>>2.1.1.80__protein-glutamate_O-methyltransferase|Bacterial_motility_proteins>>>Flagellar_system>>>Chemotaxis_proteins>>>Two_component_system_proteins	ND	ND	K00575	chemotaxis_protein_methyltransferase_CheR_[EC:2.1.1.80]	ND	ND	T	T	Signal_transduction_mechanisms	COG1352	Methylase_of_chemotaxis_methyl-accepting_proteins_(CheR)_(PDB:1AF7)
GC_00000499	88	88	1	1	0.994200037	0.999910169	0.997046928	PF12706.12	Beta-lactamase_superfamily_domain	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09106_Metabolism_of_other_amino_acids>>>00440_Phosphonate_and_phosphinate_metabolism_[PATH:ko00440]|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.4__Phosphoric-diester_hydrolases>>>3.1.4.55__phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase	ND	ND	K06167	phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_[EC:3.1.4.55]	ND	ND	P	P	Inorganic_ion_transport_and_metabolism	COG1235	Phosphoribosyl_1,2-cyclic_phosphate_phosphodiesterase_(PhnP)_(PDB:6B9V)
GC_00000500	88	88	1	1	0.993402209	0.997468354	0.995431129	PF13399.11	LytR_cell_envelope-related_transcriptional_attenuator	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09107_Glycan_biosynthesis_and_metabolism>>>00552_Teichoic_acid_biosynthesis_[PATH:ko00552]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.8__Transferases_for_other_substituted_phosphate_groups>>>2.7.8.-	ND	ND	K01005	polyisoprenyl-teichoic_acid--peptidoglycan_teichoic_acid_transferase_[EC:2.7.8.-]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG1316	Anionic_cell_wall_polymer_biosynthesis_enzyme_TagV/TagU,__LytR-Cps2A-Psr_(LCP)_family_(peptidoglycan_teichoic_acid_transferase)_(Cps2a)_(PDB:2XXP)_(PUBMED:29107701)
GC_00000501	88	88	1	1	0.991053455	0.97674534	0.98384738	PF00480.25	ROK_family	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09191_Unclassified:_metabolism>>>99980_Enzymes_with_EC_numbers|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.1__Phosphotransferases_with_an_alcohol_group_as_acceptor>>>2.7.1.85__beta-glucoside_kinase	ND	ND	K18673	beta-glucoside_kinase_[EC:2.7.1.85]	ND	ND	G|K	G	Carbohydrate_transport_and_metabolism|Transcription	COG1940	Sugar_kinase_of_the_NBD/HSP70_family,_may_contain_an_N-terminal_HTH_domain_(NagC)_(PDB:1WOQ)
GC_00000502	88	88	1	1	0.993551124	0.99995905	0.996744788	PF00365.25	Phosphofructokinase	COG0205	Glycolysis	ko00001|ko00001|ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00010_Glycolysis_/_Gluconeogenesis_[PATH:ko00010]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00030_Pentose_phosphate_pathway_[PATH:ko00030]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00051_Fructose_and_mannose_metabolism_[PATH:ko00051]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.1__Phosphotransferases_with_an_alcohol_group_as_acceptor>>>2.7.1.90__diphosphate---fructose-6-phosphate_1-phosphotransferase	ND	ND	K00895	diphosphate-dependent_phosphofructokinase_[EC:2.7.1.90]	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG0205	6-phosphofructokinase_(PfkA)_(PDB:1KZH)
GC_00000503	88	88	1	1	0.989900851	0.966094015	0.977852554	PF08245.17	Mur_ligase_middle_domain	COG0773	Mureine_biosynthesis	ko00001|ko01000|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09107_Glycan_biosynthesis_and_metabolism>>>00550_Peptidoglycan_biosynthesis_[PATH:ko00550]|Enzymes>>>6._Ligases>>>6.3__Forming_carbon-nitrogen_bonds>>>6.3.2__Acid-D-amino-acid_ligases_(peptide_synthases)>>>6.3.2.8__UDP-N-acetylmuramate---L-alanine_ligase|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Precursor_biosynthesis>>>Amino_acid_ligase	ND	ND	K01924	UDP-N-acetylmuramate--alanine_ligase_[EC:6.3.2.8]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0773	UDP-N-acetylmuramate-alanine_ligase_MurC_and_related_ligases,_MurC/Mpl_family_(MurC)
GC_00000504	88	88	1	1	0.991362787	0.997510952	0.994427366	PF04552.18	Sigma-54,_DNA_binding_domain	COG1508	RNA_polymerase	ko00001|ko00001|ko00001|ko03021	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09132_Signal_transduction>>>02020_Two-component_system_[PATH:ko02020]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09145_Cellular_community_-_prokaryotes>>>05111_Biofilm_formation_-_Vibrio_cholerae_[PATH:ko05111]|KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02040_Flagellar_assembly_[PATH:ko02040]|Transcription_machinery>>>Prokaryotic_type>>>Bacterial_type>>>RNA_polymerase>>>Sigma_factors	ND	ND	K03092	RNA_polymerase_sigma-54_factor	ND	ND	K	K	Transcription	COG1508	DNA-directed_RNA_polymerase_specialized_sigma_subunit,_sigma54_homolog_(RpoN)_(PDB:5BYH)
GC_00000505	88	88	1	1	0.993824786	0.97471681	0.984178061	PF00012.25	Hsp70_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	O	O	Posttranslational_modification,_protein_turnover,_chaperones	COG0443	Molecular_chaperone_DnaK_(HSP70)_(DnaK)_(PDB:3I33)
GC_00000506	87	88	2	0	0.994006895	0.880592994	0.933869156	PF00708.23	Acylphosphatase	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09192_Unclassified:_genetic_information_processing>>>99975_Protein_processing	ND	ND	K01512	acylphosphatase_[EC:3.6.1.7]	ND	ND	C	C	Energy_production_and_conversion	COG1254	Acylphosphatase_(AcyP)_(PDB:1APS)
GC_00000507	88	88	1	1	0.990266827	1	0.995109614	PF01327.26	Polypeptide_deformylase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09191_Unclassified:_metabolism>>>99980_Enzymes_with_EC_numbers|Enzymes>>>3._Hydrolases>>>3.5__Acting_on_carbon-nitrogen_bonds,_other_than_peptide_bonds>>>3.5.1__In_linear_amides>>>3.5.1.88__peptide_deformylase	ND	ND	K01462	peptide_deformylase_[EC:3.5.1.88]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0242	Peptide_deformylase_(Def)_(PDB:1BS4)
GC_00000508	88	88	1	1	0.991818147	0.980770728	0.986263503	PF00327.25	Ribosomal_protein_L30p/L7e	COG1841	Ribosome_50S_subunit	ko00001|ko03011|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Large_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Large_subunit|Ribosome>>>Ribosomal_proteins>>>Archaea>>>Large_subunit	ND	ND	K02907	large_subunit_ribosomal_protein_L30	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG1841	Ribosomal_protein_L30/L7E_(RpmD)_(PDB:1VS6)
GC_00000509	88	88	1	1	0.996477162	1	0.998235473	PF00562.33	RNA_polymerase_Rpb2,_domain_6	COG0085	RNA_polymerase	ko00001|ko01000|ko03021|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09121_Transcription>>>03020_RNA_polymerase_[PATH:ko03020]|Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.6__DNA-directed_RNA_polymerase|Transcription_machinery>>>Prokaryotic_type>>>Bacterial_type>>>RNA_polymerase>>>Core_subunits|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>NER_(nucleotide_excision_repair)>>>TCR_(transcription_coupled_repair)_factors>>>DNA-directed_RNA_polymerase_complex_(RNAP)	ND	ND	K03043	DNA-directed_RNA_polymerase_subunit_beta_[EC:2.7.7.6]	ND	ND	K	K	Transcription	COG0085	DNA-directed_RNA_polymerase,_beta_subunit/140_kD_subunit_(RpoB)_(PDB:5UAJ)
GC_00000510	88	88	1	1	0.992357421	0.980448715	0.986367125	PF00579.30	tRNA_synthetases_class_I_(W_and_Y)	COG0180	Aminoacyl-tRNA_synthetases	ko00001|ko01000|ko01007|ko03016|ko03016	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>00970_Aminoacyl-tRNA_biosynthesis_[PATH:ko00970]|Enzymes>>>6._Ligases>>>6.1__Forming_carbon-oxygen_bonds>>>6.1.1__Ligases_forming_aminoacyl-tRNA_and_related_compounds>>>6.1.1.2__tryptophan---tRNA_ligase|Amino_acid_related_enzymes>>>Aminoacyl-tRNA_synthetase>>>Class_I_(G)|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>Other_AARSs	ND	ND	K01867	tryptophanyl-tRNA_synthetase_[EC:6.1.1.2]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0180	Tryptophanyl-tRNA_synthetase_(TrpS)_(PDB:3N9I)
GC_00000511	88	88	1	1	0.994959555	0.997882552	0.99641891	PF13184.11	NusA-like_KH_domain	ND	ND	ko03021|ko03009	Transcription_machinery>>>Prokaryotic_type>>>Bacterial_type>>>Other_transcription-related_factors>>>RNA_polymerase-associated_proteins|Ribosome_biogenesis>>>Prokaryotic_type>>>rRNA_transcription_factors	ND	ND	K02600	transcription_termination/antitermination_protein_NusA	ND	ND	K	K	Transcription	COG0195	Transcription_antitermination_factor_NusA,_contains_S1_and_KH_domains_(NusA)_(PDB:1HH2)
GC_00000512	88	88	1	1	0.992954765	1	0.99646493	PF04085.19	rod_shape-determining_protein_MreC	ND	ND	ko03036	Chromosome_and_associated_proteins>>>Prokaryotic_type>>>Chromosome_partitioning_proteins>>>Other_chromosome_partitioning_proteins	ND	ND	K03570	rod_shape-determining_protein_MreC	ND	ND	D|Z	D	Cell_cycle_control,_cell_division,_chromosome_partitioning|Cytoskeleton	COG1792	Cell_shape-determining_protein_MreC_(MreC)_(PDB:2J5U)
GC_00000513	88	88	1	1	0.995156276	0.999480587	0.997313744	PF00005.32	ABC_transporter	ND	ND	ko00001|ko01000|ko02000	KEGG_Orthology_(KO)>>>09130_Environmental_Information_Processing>>>09131_Membrane_transport>>>02010_ABC_transporters_[PATH:ko02010]|Enzymes>>>7._Translocases>>>7.3__Catalysing_the_translocation_of_inorganic_anions_and_their_chelates>>>7.3.2__Linked_to_the_hydrolysis_of_a_nucleoside_triphosphate>>>7.3.2.1__ABC-type_phosphate_transporter|Transporters>>>ABC_transporters,_prokaryotic_type>>>Phosphate_and_amino_acid_transporters>>>Phosphate_transporter	ND	ND	K02036	phosphate_transport_system_ATP-binding_protein_[EC:7.3.2.1]	ND	ND	P	P	Inorganic_ion_transport_and_metabolism	COG1117	ABC-type_phosphate_transport_system,_ATPase_component_(PstB)
GC_00000514	88	88	1	1	0.990742215	0.999616348	0.995159499	PF00342.24	Phosphoglucose_isomerase	COG0166	Glycolysis	ko00001|ko00001|ko00001|ko00001|ko01000|ko04147|ko04147|ko04147	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00010_Glycolysis_/_Gluconeogenesis_[PATH:ko00010]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00030_Pentose_phosphate_pathway_[PATH:ko00030]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00500_Starch_and_sucrose_metabolism_[PATH:ko00500]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09101_Carbohydrate_metabolism>>>00520_Amino_sugar_and_nucleotide_sugar_metabolism_[PATH:ko00520]|Enzymes>>>5._Isomerases>>>5.3__Intramolecular_oxidoreductases>>>5.3.1__Interconverting_aldoses_and_ketoses,_and_related_compounds>>>5.3.1.9__glucose-6-phosphate_isomerase|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_haemopoietic_cells__(B-cell,_T-cell,_DC-cell,_reticulocyte,_and_mast_cell)|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_other_body_fluids_(saliva_and_urine)|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_colorectal_cancer_cells	M00001|M00004|M00892|M00909	Glycolysis_(Embden-Meyerhof_pathway),_glucose_=>_pyruvate|Pentose_phosphate_pathway_(Pentose_phosphate_cycle)|UDP-N-acetyl-D-glucosamine_biosynthesis,_eukaryotes,_glucose_=>_UDP-GlcNAc|UDP-N-acetyl-D-glucosamine_biosynthesis,_prokaryotes,_glucose_=>_UDP-GlcNAc	K01810	glucose-6-phosphate_isomerase_[EC:5.3.1.9]	M00001|M00004|M00892|M00909	Pathway_modules;_Carbohydrate_metabolism;_Central_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Central_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism|Pathway_modules;_Carbohydrate_metabolism;_Other_carbohydrate_metabolism	G	G	Carbohydrate_transport_and_metabolism	COG0166	Glucose-6-phosphate_isomerase_(Pgi)_(PDB:1B0Z)
